Country_Name,Country_Code,Year,Indicator_Name,Indicator_Code,Value
Cote d'Ivoire,CIV,1988,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.631479979
Cote d'Ivoire,CIV,2019,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.82019043
Cote d'Ivoire,CIV,2014,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,59.1243515
Cote d'Ivoire,CIV,2012,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,58.33263016
Cote d'Ivoire,CIV,2000,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,70.84072113
Cote d'Ivoire,CIV,1998,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,54.40312958
Cote d'Ivoire,CIV,1988,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,59.93225098
Cote d'Ivoire,CIV,2019,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,86.74124908
Cote d'Ivoire,CIV,2014,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,36.78424835
Cote d'Ivoire,CIV,2012,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,30.46171951
Cote d'Ivoire,CIV,2000,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,38.61450958
Cote d'Ivoire,CIV,1998,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,28.47666931
Cote d'Ivoire,CIV,1988,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,23.43378067
Cote d'Ivoire,CIV,2019,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.14134979
Cote d'Ivoire,CIV,2014,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,50.70190048
Cote d'Ivoire,CIV,2012,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,51.59267044
Cote d'Ivoire,CIV,2000,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,60.86066055
Cote d'Ivoire,CIV,1998,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,43.94641876
Cote d'Ivoire,CIV,1988,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,44.36354065
Cote d'Ivoire,CIV,2022,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95635885
Cote d'Ivoire,CIV,2021,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.952820003
Cote d'Ivoire,CIV,2020,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.943599999
Cote d'Ivoire,CIV,2019,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.940569997
Cote d'Ivoire,CIV,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.926440001
Cote d'Ivoire,CIV,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.911790013
Cote d'Ivoire,CIV,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.896179974
Cote d'Ivoire,CIV,2015,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.880309999
Cote d'Ivoire,CIV,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.867160022
Cote d'Ivoire,CIV,2013,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.85789001
Cote d'Ivoire,CIV,2012,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.841369987
Cote d'Ivoire,CIV,2011,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.82792002
Cote d'Ivoire,CIV,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.806249976
Cote d'Ivoire,CIV,2008,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.786679983
Cote d'Ivoire,CIV,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.788030028
Cote d'Ivoire,CIV,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.786679983
Cote d'Ivoire,CIV,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.792500019
Cote d'Ivoire,CIV,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.734990001
Cote d'Ivoire,CIV,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.761569977
Cote d'Ivoire,CIV,2000,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.746659994
Cote d'Ivoire,CIV,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.742810011
Cote d'Ivoire,CIV,1998,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.751569986
Cote d'Ivoire,CIV,1997,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.736930013
Cote d'Ivoire,CIV,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.733219981
Cote d'Ivoire,CIV,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.731660008
Cote d'Ivoire,CIV,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.722090006
Cote d'Ivoire,CIV,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.715709984
Cote d'Ivoire,CIV,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.715879977
Cote d'Ivoire,CIV,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.708000004
Cote d'Ivoire,CIV,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.712710023
Cote d'Ivoire,CIV,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.710269988
Cote d'Ivoire,CIV,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.706889987
Cote d'Ivoire,CIV,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.70589
Cote d'Ivoire,CIV,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.705110013
Cote d'Ivoire,CIV,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.699590027
Cote d'Ivoire,CIV,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.695500016
Cote d'Ivoire,CIV,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.685249984
Cote d'Ivoire,CIV,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.676240027
Cote d'Ivoire,CIV,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.664520025
Cote d'Ivoire,CIV,1980,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.646809995
Cote d'Ivoire,CIV,1979,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.632459998
Cote d'Ivoire,CIV,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.622269988
Cote d'Ivoire,CIV,1977,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.607879996
Cote d'Ivoire,CIV,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.605040014
Cote d'Ivoire,CIV,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.59454
Cote d'Ivoire,CIV,1974,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.593209982
Cote d'Ivoire,CIV,1973,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.593060017
Cote d'Ivoire,CIV,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.582319975
Cote d'Ivoire,CIV,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.574639976
Cote d'Ivoire,CIV,1970,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.572650015
Cote d'Ivoire,CIV,2021,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.915130019
Cote d'Ivoire,CIV,2020,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.898069978
Cote d'Ivoire,CIV,2019,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.884140015
Cote d'Ivoire,CIV,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.867879987
Cote d'Ivoire,CIV,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.85066998
Cote d'Ivoire,CIV,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.833500028
Cote d'Ivoire,CIV,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.818220019
Cote d'Ivoire,CIV,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.807550013
Cote d'Ivoire,CIV,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.79489702
Cote d'Ivoire,CIV,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.779177785
Cote d'Ivoire,CIV,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.690389991
Cote d'Ivoire,CIV,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.645749986
Cote d'Ivoire,CIV,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.635879993
Cote d'Ivoire,CIV,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.622829974
Cote d'Ivoire,CIV,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.555719972
Cote d'Ivoire,CIV,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.551389992
Cote d'Ivoire,CIV,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.544879973
Cote d'Ivoire,CIV,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.53767997
Cote d'Ivoire,CIV,2021,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.859139979
Cote d'Ivoire,CIV,2020,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.826719999
Cote d'Ivoire,CIV,2019,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.793129981
Cote d'Ivoire,CIV,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.768459976
Cote d'Ivoire,CIV,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.743610024
Cote d'Ivoire,CIV,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.718529999
Cote d'Ivoire,CIV,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.70302999
Cote d'Ivoire,CIV,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.691079974
Cote d'Ivoire,CIV,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.662658989
Cote d'Ivoire,CIV,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.676990569
Cote d'Ivoire,CIV,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.53907001
Cote d'Ivoire,CIV,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.433099985
Cote d'Ivoire,CIV,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.420599997
Cote d'Ivoire,CIV,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.436699986
Cote d'Ivoire,CIV,1974,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.314999998
Cote d'Ivoire,CIV,1973,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.303149998
Cote d'Ivoire,CIV,1972,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.305079997
Cote d'Ivoire,CIV,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.283609986
Cote d'Ivoire,CIV,2020,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.805649996
Cote d'Ivoire,CIV,2019,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.764500022
Cote d'Ivoire,CIV,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.701770008
Cote d'Ivoire,CIV,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.688539982
Cote d'Ivoire,CIV,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.651319981
Cote d'Ivoire,CIV,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.574500024
Cote d'Ivoire,CIV,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.611620009
Cote d'Ivoire,CIV,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.666620016
Cote d'Ivoire,CIV,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.512820005
Cote d'Ivoire,CIV,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.528699994
Cote d'Ivoire,CIV,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.552089989
Cote d'Ivoire,CIV,2007,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.50642997
Cote d'Ivoire,CIV,1999,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.340240002
Cote d'Ivoire,CIV,1997,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.346980006
Cote d'Ivoire,CIV,1995,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.314359993
Cote d'Ivoire,CIV,1994,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.293769985
Cote d'Ivoire,CIV,1987,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.204180002
Cote d'Ivoire,CIV,1980,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.20307
Cote d'Ivoire,CIV,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.205229998
Cote d'Ivoire,CIV,1977,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.217209995
Cote d'Ivoire,CIV,1976,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.209140003
Cote d'Ivoire,CIV,1974,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.19325
Cote d'Ivoire,CIV,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.179759994
Cote d'Ivoire,CIV,1972,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.17396
Cote d'Ivoire,CIV,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.165619999
Cote d'Ivoire,CIV,2022,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,11.2731514
Cote d'Ivoire,CIV,2021,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,10.87047958
Cote d'Ivoire,CIV,2020,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,10.96280003
Cote d'Ivoire,CIV,2019,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,8.466560364
Cote d'Ivoire,CIV,2018,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,8.278980255
Cote d'Ivoire,CIV,2017,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,8.217260361
Cote d'Ivoire,CIV,2016,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,7.802330017
Cote d'Ivoire,CIV,2015,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,7.08810997
Cote d'Ivoire,CIV,2014,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,6.455619812
Cote d'Ivoire,CIV,2013,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,5.626220226
Cote d'Ivoire,CIV,2012,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,4.696280003
Cote d'Ivoire,CIV,2011,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,3.94701004
Cote d'Ivoire,CIV,2009,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,3.398109913
Cote d'Ivoire,CIV,2008,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.841730118
Cote d'Ivoire,CIV,2007,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.90824008
Cote d'Ivoire,CIV,2006,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,3.030109882
Cote d'Ivoire,CIV,2003,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.884690046
Cote d'Ivoire,CIV,2002,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.73864007
Cote d'Ivoire,CIV,2001,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.629230022
Cote d'Ivoire,CIV,2000,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.502569914
Cote d'Ivoire,CIV,1999,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.340399981
Cote d'Ivoire,CIV,1998,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.461210012
Cote d'Ivoire,CIV,1997,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.218729973
Cote d'Ivoire,CIV,1996,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.203480005
Cote d'Ivoire,CIV,1995,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.862759948
Cote d'Ivoire,CIV,1994,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.703060031
Cote d'Ivoire,CIV,1993,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.371070027
Cote d'Ivoire,CIV,1992,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.890919983
Cote d'Ivoire,CIV,1991,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.952769995
Cote d'Ivoire,CIV,1990,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.054419994
Cote d'Ivoire,CIV,1989,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.030580044
Cote d'Ivoire,CIV,1988,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.964330018
Cote d'Ivoire,CIV,1987,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.846949995
Cote d'Ivoire,CIV,1986,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.800809979
Cote d'Ivoire,CIV,1985,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.825950027
Cote d'Ivoire,CIV,1984,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.780799985
Cote d'Ivoire,CIV,1983,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.778439999
Cote d'Ivoire,CIV,1982,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.763859987
Cote d'Ivoire,CIV,1981,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.709410012
Cote d'Ivoire,CIV,1980,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.725939989
Cote d'Ivoire,CIV,1979,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.680559993
Cote d'Ivoire,CIV,1978,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.646189988
Cote d'Ivoire,CIV,1977,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.650240004
Cote d'Ivoire,CIV,1976,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,0.695420027
Cote d'Ivoire,CIV,1973,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.245769978
Cote d'Ivoire,CIV,1972,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.163200021
Cote d'Ivoire,CIV,1971,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1.265110016
Cote d'Ivoire,CIV,2022,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,10.1681385
Cote d'Ivoire,CIV,2021,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,10.00949001
Cote d'Ivoire,CIV,2020,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,10.28032017
Cote d'Ivoire,CIV,2019,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,8.226570129
Cote d'Ivoire,CIV,2018,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,8.130439758
Cote d'Ivoire,CIV,2017,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,8.085619926
Cote d'Ivoire,CIV,2016,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,7.717130184
Cote d'Ivoire,CIV,2015,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,7.029839993
Cote d'Ivoire,CIV,2014,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,6.455780029
Cote d'Ivoire,CIV,2013,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,5.660069942
Cote d'Ivoire,CIV,2012,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,4.699679852
Cote d'Ivoire,CIV,2011,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,3.928009987
Cote d'Ivoire,CIV,2009,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,3.483760118
Cote d'Ivoire,CIV,2008,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.89831996
Cote d'Ivoire,CIV,2007,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.906670094
Cote d'Ivoire,CIV,2006,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,3.066099882
Cote d'Ivoire,CIV,2003,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.9832201
Cote d'Ivoire,CIV,2002,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.773720026
Cote d'Ivoire,CIV,2001,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.69720006
Cote d'Ivoire,CIV,2000,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.59829998
Cote d'Ivoire,CIV,1999,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.428319931
Cote d'Ivoire,CIV,1998,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.354320049
Cote d'Ivoire,CIV,1997,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.351229906
Cote d'Ivoire,CIV,1996,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.332839966
